Campaign,Ad Group,Keyword,Criterion Type,Campaign Status,Ad Group Status,Status,Comment
2016_Search_Bulk_Greeting_Cards,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,example,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,examples,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,software,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,download,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,writing,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,business card,Campaign Negative Exact,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,online,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,write,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,sample,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,idea,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,on line,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,template,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,saying,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,print,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,digital,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,free,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,email,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,messages,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,printable,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,templates,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,wording,Campaign Negative Broad,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search_Bulk_Greeting_Cards,,message,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,cheap bulk greeting cards,Campaign Negative Exact,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,holiday,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,greeting cards in bulk,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,thank you,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,download,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,birthday,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,on line,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,free,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,message,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,bulk greeting cards,Campaign Negative Exact,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,wording,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,example,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,writing,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,sample,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,print,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,email,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,posty,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,examples,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,write,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,saying,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,template,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,christmas,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,idea,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,business card,Campaign Negative Exact,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,bulk cards,Campaign Negative Exact,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,sympathy,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,messages,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,greeting cards bulk,Campaign Negative Exact,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,online,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,software,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,templates,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,printable,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,digital,Campaign Negative Broad,Active,,Active,
2016_Search Bulk Greeting Cards MBM,,bulk greeting cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,saying,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,online,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,messages,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,on line,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,example,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,software,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,print,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,sample,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,idea,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,templates,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,examples,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,business card,Campaign Negative Exact,Active,,Active,
2016_Search_Sympathy_Cards,,template,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search_Sympathy_Cards,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,free,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search_Sympathy_Cards,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,writing,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,message,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,email,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,download,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,printable,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,wording,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,digital,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search_Sympathy_Cards,,write,Campaign Negative Broad,Active,,Active,
2016_Search_Sympathy_Cards,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,download,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,software,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,business card,Campaign Negative Exact,Active,,Active,
2016_Search_EmployeeGreetingCards,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,messages,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,free,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,on line,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,saying,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,idea,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,digital,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,examples,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search_EmployeeGreetingCards,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,example,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search_EmployeeGreetingCards,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,message,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,email,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,online,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,writing,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,sample,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,wording,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,template,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,printable,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,templates,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,write,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search_EmployeeGreetingCards,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search_EmployeeGreetingCards,,print,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,download,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,e business card,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,saying,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search_InsuranceGreetingCards,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,example,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,print,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,e cards,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,business card printing,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,playing cards,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,write,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,pet loss,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,email,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,wording,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,pet sympathy cards,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,messages,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,sample,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,printable,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,business card,Campaign Negative Exact,Active,,Active,
2016_Search_InsuranceGreetingCards,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,template,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,software,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,ideas,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,free,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,how to,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,artist cards,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,ecards,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,idea,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,on line,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,sayings,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,make your own,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,create your own,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,digital,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,business cards,Campaign Negative Exact,Active,,Active,
2016_Search_InsuranceGreetingCards,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,artist card,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,online,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,writing,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search_InsuranceGreetingCards,,templates,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,message,Campaign Negative Broad,Active,,Active,
2016_Search_InsuranceGreetingCards,,examples,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,hallmark cards,Campaign Negative Exact,Active,,Active,
2016_Search_RealEstateGreetingCards,,writing,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,electronic,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,handwritten,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,supplies,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,online,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,hallmark,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,free,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,to print,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,recycled paper,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,software,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,egreeting,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,idea,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,what to,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,virtual,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,papyrus,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,downloadable,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,e greeting,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,e business cards,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,e mail,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,example,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,ecard,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,message,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,e card,Campaign Negative Phrase,Active,,Active,
2016_Search_RealEstateGreetingCards,,saying,Campaign Negative Broad,Active,,Active,
2016_Search_RealEstateGreetingCards,,sayings,Campaign Negative Broad,Active,,Active,
